loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,acc_now_delinq,chargeoff_within_12_mths,delinq_amnt,pub_rec_bankruptcies,tax_liens,hardship_flag,disbursement_method,debt_settlement_flag,debt_settlement_flag_date
24000,24000,23907.682460544693,36 months,11.12,787.1,B,B3,San Diego Unified School District,7 years,RENT,78708.0,Verified,Jul-2010,Fully Paid,n,credit_card,Hanna_LendingClub,919xx,CA,15.99,0.0,Oct-1999,0.0,,,4.0,0.0,12683,47.5,19.0,f,0.0,0.0,27161.5857231553,27037.03,24000.0,3161.59,0.0,0.0,0.0,Jan-2012,13833.14,,Jan-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,6000.0,36 months,7.14,185.65,A,A3,Spherion,2 years,RENT,54000.0,Verified,Jul-2010,Fully Paid,n,other,Car Restoration,951xx,CA,7.44,0.0,Jul-2001,1.0,,,6.0,0.0,878,5.2,13.0,f,0.0,0.0,6680.8572695048,6680.86,6000.0,680.86,0.0,0.0,0.0,May-2013,566.92,,Mar-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3250,3250,3250.0,36 months,11.49,107.16,B,B4,Terracon group,6 years,MORTGAGE,67200.0,Not Verified,Jul-2010,Fully Paid,n,major_purchase,repair loan,604xx,IL,16.93,0.0,Dec-1981,0.0,55.0,,10.0,0.0,19190,86.4,24.0,f,0.0,0.0,3857.6874461005,3857.69,3250.0,607.69,0.0,0.0,0.0,Jul-2013,114.66,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
25000,25000,24506.963048234385,36 months,11.12,819.89,B,B3,utsouthwestern medical center,6 years,MORTGAGE,83004.0,Verified,Jul-2010,Fully Paid,n,debt_consolidation,personal loan,750xx,TX,15.98,0.0,Jan-1990,1.0,,,14.0,0.0,52466,67.3,27.0,f,0.0,0.0,29518.7608176823,28895.65,25000.0,4518.76,0.0,0.0,0.0,Jul-2013,931.75,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3000,3000,3000.0,60 months,11.86,66.53,B,B5,Immigration & Customs Enforcment,10+ years,RENT,40084.0,Verified,Jul-2010,Fully Paid,n,vacation,Liberty Bell,112xx,NY,6.95,0.0,Mar-1994,1.0,32.0,,10.0,0.0,1233,39.8,33.0,f,0.0,0.0,3991.0999988105,3991.1,3000.0,991.1,0.0,0.0,0.0,Aug-2015,73.58,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3325,3325,3325.0,36 months,16.32,117.43,D,D5,Clickable,< 1 year,RENT,75000.0,Source Verified,Jul-2010,Charged Off,n,debt_consolidation,Chase/Amex,100xx,NY,5.06,0.0,Nov-1997,1.0,38.0,,3.0,0.0,5350,79.9,16.0,f,0.0,0.0,1743.9,1743.9,1103.19,537.61,0.0,103.1,1.16,Sep-2011,117.43,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7000,7000,7000.0,36 months,14.84,242.11,D,D1,Gavi International,4 years,RENT,63000.0,Verified,Jul-2010,Fully Paid,n,small_business,New Business - E-commerce Solutions,600xx,IL,2.13,0.0,Jul-2006,0.0,,,3.0,0.0,1407,31.3,6.0,f,0.0,0.0,8716.6127244262,8716.61,7000.0,1716.61,0.0,0.0,0.0,Jul-2013,266.54,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
14000,14000,13610.754142992815,36 months,7.51,435.56,A,A4,New York City Housing Authority,2 years,RENT,60000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Credit Card Pay Off,112xx,NY,18.44,0.0,Mar-1999,1.0,,,14.0,0.0,12241,24.0,43.0,f,0.0,0.0,15324.570492248702,14870.91,14000.0,1324.57,0.0,0.0,0.0,Mar-2012,7216.21,,Oct-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,6000.0,36 months,14.72,207.18,C,C5,Plano ISD,10+ years,MORTGAGE,71000.0,Not Verified,Jul-2010,Fully Paid,n,home_improvement,retaining wall,750xx,TX,12.27,0.0,Apr-1998,1.0,25.0,,6.0,0.0,1797,78.1,23.0,f,0.0,0.0,7458.5732284087,7458.57,6000.0,1458.57,0.0,0.0,0.0,Jul-2013,218.97,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3000,3000,3000.0,60 months,18.3,76.68,F,F1,Exterran ,2 years,MORTGAGE,42000.0,Source Verified,Jul-2010,Fully Paid,n,home_improvement,Home improvement,757xx,TX,21.57,0.0,Sep-2006,1.0,,,13.0,0.0,1630,42.9,14.0,f,0.0,0.0,3779.3955415090004,3779.4,3000.0,779.4,0.0,0.0,0.0,Feb-2012,2331.86,,Jul-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5000,5000,5000.0,60 months,13.98,116.29,C,C3,pse&g,7 years,RENT,100000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,hawk,070xx,NJ,17.17,0.0,Mar-1992,1.0,32.0,,13.0,0.0,21335,53.0,31.0,f,0.0,0.0,6977.349999999599,6977.35,5000.0,1977.35,0.0,0.0,0.0,Jul-2015,121.22,,Apr-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,11950.0,36 months,13.98,410.02,C,C3,,7 years,RENT,65000.0,Source Verified,Jul-2010,Fully Paid,n,small_business, Successful business looking to grow,902xx,CA,0.28,1.0,Nov-1999,0.0,15.0,,5.0,0.0,383,15.3,11.0,f,0.0,0.0,14761.930673998799,14700.42,12000.0,2761.93,0.0,0.0,0.0,Jul-2013,439.82,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,5900.0,60 months,11.86,133.05,B,B5,DP  and  Company  INC,3 years,MORTGAGE,51996.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Personal Loan,347xx,FL,12.6,0.0,Sep-2004,0.0,,,12.0,0.0,5804,24.3,15.0,f,0.0,0.0,7982.4000051554,7849.36,6000.0,1982.4,0.0,0.0,0.0,Jul-2015,151.34,,Jul-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
14500,14500,14387.23787534818,36 months,10.75,473.0,B,B2,Fidelity Investments,3 years,RENT,43000.0,Verified,Jul-2010,Fully Paid,n,credit_card,Debt Consolidation Loan,750xx,TX,23.94,0.0,Jun-2001,0.0,,,7.0,0.0,19605,77.5,12.0,f,0.0,0.0,17028.5797374954,16885.12,14499.99,2528.59,0.0,0.0,0.0,Jul-2013,505.75,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,11993.466185967332,36 months,13.98,410.02,C,C3,HHC Queens Hospital,2 years,RENT,60000.0,Source Verified,Jul-2010,Fully Paid,n,other,Other loan,117xx,NY,8.28,0.0,Jul-1999,0.0,43.0,,7.0,0.0,4917,78.0,18.0,f,0.0,0.0,14761.6088993327,14752.26,12000.0,2761.61,0.0,0.0,0.0,Jul-2013,435.62,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7000,7000,6950.0,36 months,11.86,232.04,B,B5,Massage Envy,2 years,OWN,24000.0,Source Verified,Jul-2010,Charged Off,n,other,Vacation & School,941xx,CA,1.2,0.0,Oct-1995,0.0,28.0,,13.0,0.0,1817,14.9,29.0,f,0.0,0.0,3476.429999999999,3451.63,1998.04,780.31,44.955360631442005,653.13,186.6721999991,Sep-2011,711.12,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,8075,7950.0,60 months,11.49,177.55,B,B4,Bloomingdale's,2 years,RENT,51000.0,Source Verified,Jul-2010,Fully Paid,n,educational,Yoga Training ,101xx,NY,4.05,0.0,Oct-2001,1.0,33.0,,7.0,0.0,1481,17.6,21.0,f,0.0,0.0,10509.6899927014,10347.0,8075.0,2434.69,0.0,0.0,0.0,Jan-2015,892.54,,Dec-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7400,7400,7400.0,36 months,14.84,255.95,D,D1,Nurse on Call,2 years,MORTGAGE,71000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,my loan,349xx,FL,17.83,0.0,Apr-2003,0.0,54.0,,13.0,0.0,6093,44.5,23.0,f,0.0,0.0,9214.4099036598,9214.41,7400.0,1814.41,0.0,0.0,0.0,Jul-2013,273.1,,May-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
25000,22150,21320.40008231045,36 months,15.58,774.15,D,D3,,7 years,RENT,90000.0,Source Verified,Jul-2010,Fully Paid,n,debt_consolidation,Debt Consolidation,606xx,IL,14.43,0.0,Aug-1998,1.0,76.0,,15.0,0.0,25563,78.8,36.0,f,0.0,0.0,28149.5015499788,26961.37,22150.0,5999.5,0.0,0.0,0.0,Aug-2013,891.21,,Feb-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5000,5000,5000.0,36 months,11.86,165.74,B,B5,Amazon.com,< 1 year,MORTGAGE,138000.0,Source Verified,Jul-2010,Fully Paid,n,moving,Relocation Loan,787xx,TX,20.22,0.0,Sep-1998,0.0,,,9.0,0.0,68102,90.8,19.0,f,0.0,0.0,5049.64,5049.64,5000.0,49.64,0.0,0.0,0.0,Aug-2010,5049.98,,Apr-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7000,7000,7000.0,36 months,7.51,217.78,A,A4,caltech,4 years,OWN,47000.0,Source Verified,Jul-2010,Fully Paid,n,debt_consolidation,BOFA+CITI,917xx,CA,23.16,0.0,May-1996,2.0,,,9.0,0.0,14209,17.7,20.0,f,0.0,0.0,7539.6543561261,7539.65,7000.0,539.65,0.0,0.0,0.0,Oct-2011,4502.8,,Nov-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4800,4800,4800.0,36 months,17.93,173.37,E,E5,Walgreens Pharmacy,5 years,MORTGAGE,36000.0,Source Verified,Jul-2010,Fully Paid,n,other,Dental work,774xx,TX,21.97,0.0,Nov-2001,1.0,74.0,100.0,3.0,1.0,0,,7.0,f,0.0,0.0,6216.4582936182,6216.46,4800.0,1416.46,0.0,0.0,0.0,Mar-2013,848.18,,Jan-2017,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
5500,5500,5500.0,36 months,11.86,182.32,B,B5,The Gas Company,10+ years,MORTGAGE,75000.0,Verified,Jul-2010,Fully Paid,n,debt_consolidation,debt loan,906xx,CA,5.57,0.0,Jan-2001,2.0,,,6.0,0.0,9918,77.5,22.0,f,0.0,0.0,6563.9549777366,6563.95,5500.0,1063.95,0.0,0.0,0.0,Jul-2013,205.57,,Aug-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,6000.0,36 months,7.51,186.67,A,A4,Hacienda La Puente Unified ,9 years,RENT,60000.0,Not Verified,Jul-2010,Fully Paid,n,medical,Dad's bills,900xx,CA,1.04,1.0,Dec-1997,0.0,12.0,,7.0,0.0,278,6.1,42.0,f,0.0,0.0,6720.0337761547,6720.03,6000.0,720.03,0.0,0.0,0.0,Jul-2013,204.87,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4900,4900,4900.0,36 months,11.49,161.56,B,B4,Hustler Casino,2 years,RENT,38400.0,Not Verified,Jul-2010,Charged Off,n,wedding,dead man walking,926xx,CA,23.75,2.0,Mar-1997,0.0,11.0,,6.0,0.0,1528,53.3,21.0,f,0.0,0.0,5511.3499999999985,5511.35,4570.16,909.28,0.0,31.91,0.95,Jun-2013,161.56,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6500,6500,6500.0,36 months,7.14,201.12,A,A3,The Spence School,2 years,RENT,73000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Citibank,100xx,NY,5.74,0.0,Jul-1998,0.0,,,10.0,0.0,3674,13.2,15.0,f,0.0,0.0,7149.438645300898,7149.44,6500.0,649.44,0.0,0.0,0.0,Jul-2012,2531.6,,Apr-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3500,3500,3500.0,36 months,6.76,107.69,A,A2,New York State Department of Corrections,3 years,MORTGAGE,45000.0,Not Verified,Jul-2010,Fully Paid,n,home_improvement,Home Improvement,130xx,NY,13.41,0.0,Feb-2001,1.0,,,21.0,0.0,5655,10.8,39.0,f,0.0,0.0,3610.8395947205,3610.84,3500.0,110.84,0.0,0.0,0.0,Feb-2011,5.17,,Feb-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,11975.0,60 months,15.95,291.5,D,D4,los angeles police department,10+ years,MORTGAGE,96672.0,Verified,Jul-2010,Fully Paid,n,debt_consolidation,the three credit cards,906xx,CA,8.35,3.0,Nov-1996,2.0,6.0,,13.0,0.0,87722,33.5,35.0,f,0.0,0.0,17489.8199818851,17453.38,12000.0,5489.82,0.0,0.0,0.0,Jul-2015,325.13,,Jul-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,6.76,123.07,A,A2,Micros Systems Inc.,10+ years,MORTGAGE,57431.0,Not Verified,Jul-2010,Fully Paid,n,car,Used Car Loan,329xx,FL,6.18,0.0,Aug-1996,0.0,,,14.0,0.0,18833,50.8,21.0,f,0.0,0.0,4430.7188075309,4430.72,4000.0,430.72,0.0,0.0,0.0,Jul-2013,140.82,,Apr-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,6.76,123.07,A,A2,,,OWN,62000.0,Not Verified,Jul-2010,Fully Paid,n,major_purchase,Major Purchase,323xx,FL,9.74,0.0,Oct-1993,1.0,,,13.0,0.0,4195,3.4,31.0,f,0.0,0.0,4412.0064106863,4412.01,4000.0,412.01,0.0,0.0,0.0,Dec-2012,983.26,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
3000,3000,3000.0,36 months,14.72,103.59,C,C5,Citi,3 years,RENT,125000.0,Source Verified,Jul-2010,Fully Paid,n,debt_consolidation,Personal Loan,115xx,NY,14.68,0.0,Feb-2001,0.0,,,17.0,0.0,31335,77.0,32.0,f,0.0,0.0,3725.5971651047,3725.6,3000.0,725.6,0.0,0.0,0.0,May-2013,311.8,,Sep-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
20000,20000,19875.0,60 months,16.82,495.12,E,E2,ABM Security,10+ years,MORTGAGE,50400.0,Verified,Jul-2010,Charged Off,n,debt_consolidation,Loan Club,770xx,TX,4.24,0.0,Nov-2002,1.0,43.0,,7.0,0.0,6220,33.3,12.0,f,0.0,0.0,10781.750000000064,10714.32,3502.51,3890.22,64.265969446256,3324.75,794.6071,Oct-2011,495.12,,Oct-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,12000.0,36 months,7.51,373.33,A,A4,Publix Supermarkets,8 years,RENT,28000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Debt consolidation,323xx,FL,15.64,0.0,May-1996,1.0,,,9.0,0.0,12575,18.4,25.0,f,0.0,0.0,13337.098843266496,13337.1,12000.0,1337.1,0.0,0.0,0.0,Oct-2012,3659.07,,Nov-2012,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,10000.0,36 months,13.61,339.89,C,C2,GIBSON INTERIOR DESIGN,1 year,RENT,59200.0,Not Verified,Jul-2010,Fully Paid,n,credit_card,2010 CREDIT CARD EXPENSE,900xx,CA,12.28,0.0,Jul-1986,0.0,75.0,,8.0,0.0,12317,83.8,10.0,f,0.0,0.0,12236.4481262394,12236.45,10000.0,2236.45,0.0,0.0,0.0,Jul-2013,378.46,,Jan-2015,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,14.84,138.35,D,D1,Self Employed,2 years,RENT,24000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Debt Consolidation - Credit Cards,328xx,FL,18.65,0.0,Mar-2000,0.0,,,6.0,0.0,6873,99.6,13.0,f,0.0,0.0,4980.955896660999,4980.96,4000.0,980.96,0.0,0.0,0.0,Jul-2013,150.79,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12600,12600,12600.0,36 months,10.75,411.02,B,B2,"Princeton Consultants, Inc",3 years,RENT,110000.0,Source Verified,Jul-2010,Fully Paid,n,credit_card,discover,100xx,NY,4.48,0.0,Aug-1994,0.0,,,4.0,0.0,21438,62.0,9.0,f,0.0,0.0,14797.2098756474,14797.21,12600.0,2197.21,0.0,0.0,0.0,Jul-2013,440.18,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
2100,2100,2100.0,60 months,17.19,52.41,E,E3,Urban Outfitters,10+ years,RENT,56000.0,Source Verified,Jul-2010,Fully Paid,n,major_purchase,computer,941xx,CA,11.94,1.0,Dec-1995,0.0,6.0,,3.0,0.0,0,58.77,15.0,f,0.0,0.0,2824.2642971803,2824.26,2100.0,724.26,0.0,0.0,0.0,Dec-2012,1359.09,,Feb-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12250,12250,12225.0,60 months,15.58,295.17,D,D3,Sage Dining Services,< 1 year,RENT,32088.0,Not Verified,Jul-2010,Fully Paid,n,credit_card,Credit Card Refinance,070xx,NJ,21.77,0.0,Apr-1998,0.0,51.0,,6.0,0.0,13220,81.1,20.0,f,0.0,0.0,16875.319357989298,16840.88,12250.0,4625.32,0.0,0.0,0.0,Aug-2014,2179.55,,Feb-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,7.14,123.77,A,A3,Target,8 years,RENT,27000.0,Verified,Jul-2010,Fully Paid,n,other,Moving Loan,140xx,NY,12.22,0.0,Sep-2003,0.0,,,5.0,0.0,9953,43.8,9.0,f,0.0,0.0,4399.6562582686,4399.66,4000.0,399.66,0.0,0.0,0.0,Jul-2012,1558.81,,Aug-2012,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
5100,5100,5100.0,36 months,11.49,168.16,B,B4,Mount Sinai Hospital,< 1 year,RENT,61150.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Credit Card Payments,101xx,NY,14.31,1.0,Jan-2005,1.0,6.0,,10.0,0.0,5186,42.2,20.0,f,0.0,0.0,6053.5939889522,6053.59,5100.0,953.59,0.0,0.0,0.0,Jul-2013,177.93,,Aug-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
8000,8000,8000.0,36 months,7.14,247.53,A,A3,Duval County Public Schools,4 years,MORTGAGE,38000.0,Source Verified,Jul-2010,Fully Paid,n,vacation,My Brother's Turkish Wedding,322xx,FL,10.74,0.0,Sep-1995,0.0,,,5.0,0.0,2053,34.2,8.0,f,0.0,0.0,8911.658043104,8911.66,8000.0,911.66,0.0,0.0,0.0,Jul-2013,264.57,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
4000,4000,4000.0,36 months,7.88,125.13,A,A5,New Horizons,< 1 year,RENT,35000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Josh CC Loan,322xx,FL,16.66,0.0,Feb-2006,0.0,,,6.0,0.0,6513,20.4,13.0,f,0.0,0.0,4487.6668900639,4487.67,4000.0,487.67,0.0,0.0,0.0,Jan-2013,865.49,,Aug-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
11200,11200,11200.0,60 months,13.98,260.49,C,C3,ecolab,2 years,RENT,43000.0,Source Verified,Jul-2010,Fully Paid,n,credit_card,consolidation loan,142xx,NY,16.88,0.0,May-2005,2.0,,,11.0,0.0,3936,51.1,26.0,f,0.0,0.0,15091.190211558302,15091.19,11200.0,3891.19,0.0,0.0,0.0,Nov-2013,4953.92,,Jul-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
10000,10000,9800.0,36 months,7.51,311.11,A,A4,Grubb & Ellis,2 years,MORTGAGE,175000.0,Not Verified,Jul-2010,Fully Paid,n,debt_consolidation,Seans loan,117xx,NY,6.05,0.0,Apr-1987,1.0,,,9.0,0.0,10376,14.5,16.0,f,0.0,0.0,10554.767866956801,10343.67,10000.0,554.77,0.0,0.0,0.0,Jun-2011,20.99,,Jun-2011,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
2400,2400,2400.0,60 months,17.56,60.38,E,E4,AnaJet inc,4 years,RENT,42000.0,Not Verified,Jul-2010,Charged Off,n,debt_consolidation,Card Consolidation,927xx,CA,1.14,0.0,Jan-2000,2.0,,,2.0,0.0,673,84.1,3.0,f,0.0,0.0,2454.29,2454.29,1267.42,1019.04,0.0,167.83,1.5985000002,Sep-2013,60.38,,Feb-2014,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
20000,20000,20000.0,36 months,14.84,691.75,D,D1,little lake city school dist.,10+ years,MORTGAGE,98400.0,Verified,Jul-2010,Fully Paid,n,debt_consolidation,light at the end of the tunnel,928xx,CA,9.56,2.0,Aug-1985,0.0,10.0,,9.0,0.0,9706,53.9,21.0,f,0.0,0.0,24903.733350449904,24903.73,20000.0,4903.73,0.0,0.0,0.0,Jul-2013,739.43,,Sep-2017,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
16800,12675,12424.646079101083,60 months,15.58,305.41,D,D3,Mindex Technologies Inc,2 years,MORTGAGE,76000.0,Not Verified,Jul-2010,Fully Paid,n,credit_card,Consolidating Credit Cards,144xx,NY,15.36,0.0,Feb-1998,0.0,41.0,,7.0,0.0,14024,47.5,14.0,f,0.0,0.0,18300.2900157506,17812.4,12675.0,5625.29,0.0,0.0,0.0,Mar-2015,1518.81,,Jan-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
12000,12000,12000.0,36 months,16.45,424.56,E,E1,SOE Software,< 1 year,RENT,31200.0,Verified,Jul-2010,Fully Paid,n,credit_card,Committed to Financial Security,335xx,FL,12.81,0.0,Apr-2006,1.0,,,5.0,0.0,12097,74.7,5.0,f,0.0,0.0,15284.811316103503,15284.81,12000.0,3284.81,0.0,0.0,0.0,Jul-2013,453.36,,Jul-2013,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
7500,7500,7500.0,36 months,7.88,234.61,A,A5,"RSS Texas Firehawk, LLC",3 years,MORTGAGE,40800.0,Source Verified,Jul-2010,Fully Paid,n,other,Legal Fees,756xx,TX,14.76,0.0,Dec-1995,0.0,,,14.0,0.0,4608,12.7,24.0,f,0.0,0.0,8431.1562872705,8431.16,7500.0,931.16,0.0,0.0,0.0,Mar-2013,1165.79,,Jun-2016,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
14000,14000,13975.0,60 months,15.21,334.61,D,D2,Meadow Carting,8 years,MORTGAGE,55000.0,Verified,Jul-2010,Fully Paid,n,credit_card,Rich Debt Refinancing,115xx,NY,8.23,0.0,Jul-1996,2.0,,113.0,7.0,1.0,14075,59.4,16.0,f,0.0,0.0,19922.2800148045,19886.7,14000.0,5922.28,0.0,0.0,0.0,Oct-2014,3218.76,,Jan-2017,0.0,,1,Individual,0.0,0.0,0.0,1.0,0.0,N,Cash,N,
9800,9800,9700.0,36 months,7.14,303.23,A,A3,Texas Terminals,8 years,OWN,60000.0,Not Verified,Jul-2010,Fully Paid,n,major_purchase,Motorcycle,775xx,TX,7.6,0.0,May-1994,0.0,,,11.0,0.0,10983,28.6,23.0,f,0.0,0.0,10393.8859284854,10287.83,9800.0,593.89,0.0,0.0,0.0,Aug-2011,4764.68,,Dec-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
9200,9200,9200.0,36 months,11.86,304.96,B,B5,,,OWN,32496.0,Not Verified,Jul-2010,Fully Paid,n,major_purchase,Major Purchase,763xx,TX,18.24,0.0,Jun-1987,0.0,,,9.0,0.0,16547,59.1,23.0,f,0.0,0.0,9791.341436965182,9791.34,9200.0,591.34,0.0,0.0,0.0,Feb-2011,7966.8,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
1450,1450,1450.0,36 months,6.76,44.62,A,A2,Wood Group - TransCanada Turbines,10+ years,MORTGAGE,121200.0,Not Verified,Jul-2010,Fully Paid,n,major_purchase,Honda Rebel,770xx,TX,18.83,0.0,Jan-1989,0.0,,,19.0,0.0,58184,9.1,48.0,f,0.0,0.0,1606.1040457785998,1606.1,1450.0,156.1,0.0,0.0,0.0,Jul-2013,49.85,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
6000,6000,5277.71,36 months,11.49,197.83,B,B4,Scultz Bros Trucking,2 years,MORTGAGE,42000.0,Not Verified,Jul-2010,Charged Off,n,home_improvement,cool air,774xx,TX,14.12,0.0,Dec-2000,1.0,,,7.0,0.0,3647,66.3,10.0,f,0.0,0.0,1643.489999999999,1508.96,421.21,171.32,29.941735013544,1021.02,357.3,Oct-2010,425.66,,Jan-2018,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
15600,15600,15600.0,60 months,16.45,383.11,E,E1,Brookdale Hospital Medical Center,4 years,RENT,67376.0,Verified,Jul-2010,Fully Paid,n,wedding,Resident Physician Needs Wedding Help ,113xx,NY,20.74,0.0,Nov-1997,0.0,,,15.0,0.0,22507,94.8,37.0,f,0.0,0.0,19716.3809505948,19716.38,15600.0,4116.38,0.0,0.0,0.0,May-2012,11686.96,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
2500,2500,2500.0,36 months,7.51,77.78,A,A4,JcPenney,< 1 year,RENT,22000.0,Verified,Jul-2010,Fully Paid,n,credit_card,Sweet416,114xx,NY,24.6,0.0,Dec-2004,0.0,,,14.0,0.0,2765,29.8,22.0,f,0.0,0.0,2692.7335925918,2692.73,2500.0,192.73,0.0,0.0,0.0,Oct-2011,1610.43,,Feb-2019,0.0,,1,Individual,0.0,0.0,0.0,0.0,0.0,N,Cash,N,
